store_nbr,product_nbr,tickets,sales,quantity_dimless
2,670506,315,385996,362
3,333355,294,994435,349
13,269508,129,133750,138
17,934361,74,429480,74
15,825373,17,24471,22
10,293617,59,36927,64
8,965,4,8372,4
15,916226,3297,964255,6057
10,960524,48,145275,54
4,5297,60,105113,60
17,900705,42,152319,44
7,7909,152,284091,160
17,1001104,11,49056,12
3,926815,1,3353,1
6,478252,5,17110,6
3,1021085,17,36684,22
8,518283,2,2504,2
5,923841,7,13440,8
16,864660,131,107588,191
17,298665,115,207528,119
9,345623,22,26000,26
7,738556,118,85581,168
10,768067,90,124758,91
0,977831,2617,2807618,2930
12,387724,115,390797,117
6,958525,3,2496,3
10,930830,118,117366,197
3,896688,215,1226007,229
4,663678,116,268080,137
15,1001788,14,11278,16
9,821293,156,273143,179
15,292283,264,273140,360
0,953063,112,231664,118
5,736225,2183,1531859,2700
5,958381,1011,958551,1118
5,513864,22,31240,22
18,4595,280,450832,283
10,966227,635,461105,473
8,602241,19,42885,27
15,298749,126,165188,132
0,529586,91,232419,91
4,996447,13,141316,18
6,736859,173,967417,175
13,996123,13,70575,13
9,1016361,14,32592,17
9,784922,16,12002,17
0,972052,214,319080,235
17,903933,12,15738,12
11,740672,1023,432019,1343
11,441914,1617,1918050,2294
4,2589,35,110170,46
0,852590,20,134910,25
5,484985,251,1344679,252
9,965226,38,194484,30
13,269014,34,147898,47
9,985553,45,132797,61
16,749901,36,29568,37
6,345919,78,62441,89
17,301579,2,6706,2
3,829796,913,508486,1514
11,972771,147,206548,157
19,825841,1000,659028,1350
0,858479,84,236724,99
14,861190,418,600548,619
17,802538,22,85792,24
4,528692,45,324896,50
6,297325,23,131159,24
16,962075,94,110300,103
13,905277,398,1069935,426
11,773038,792,1199507,812
10,329476,7391,8929874,8014
16,459596,19,39527,19
6,920787,697,620167,780
5,800991,42,141330,42
19,3071,49,39507,78
0,280771,90,67852,97
11,291133,968,620478,1310
15,861194,74,70957,107
6,297901,112,220877,114
11,887704,70,204313,78
17,996833,287,263256,314
0,284533,33,166122,33
4,913221,4,5024,4
10,5643,1578,1259268,1996
0,861917,87,137598,94
3,267266,33,110649,33
5,385725,4761,3859878,6694
19,583750,3049,1673998,3928
3,983806,44,221264,48
11,768293,8,14460,8
14,11862,70,204847,138
13,957432,49,45760,55
15,809314,7,50360,7
8,1011965,2,6034,2
8,683081,4,6352,4
13,887682,351,903094,419
2,924083,135,144102,162
10,284557,56,49986,58
10,962954,193,275842,196
12,888734,408,760844,415
2,3435,1642,775575,2711
2,955088,5,8360,5
10,987007,107,110040,131
13,296729,2118,1719533,3054
6,669607,622,881757,843
8,284897,135,216151,142
10,269660,14,7488,19
1,748896,1045,2315973,1127
5,463752,174,356962,198
0,499810,54,68860,55
15,843595,18,9330,22
15,914815,6,25201,6
5,300231,1384,1355140,1574
3,738566,2557,1832950,3011
1,426164,455,458886,500
4,955312,103,105840,126
8,695859,108,385704,153
6,319199,447,717078,465
13,284897,6664,11626490,7248
9,981251,53,55984,58
0,1489,303,907954,420
10,996235,13,25560,18
12,534856,10,44957,10
12,545991,87,115032,90
2,736199,17,113591,18
2,724022,1332,1439206,1551
17,422579,84,379205,111
3,311183,303,590178,362
10,891574,465,741339,534
13,5981,157,346447,199
16,968840,138,177221,153
14,308417,27,21532,29
13,29899,7,10905,7
0,297,1304,1363061,1377
3,934727,130,196184,145
16,573,3105,7465024,2499
9,299307,143,149136,204
7,738560,800,1478013,810
5,473930,574,911256,647
10,857032,368,352620,422
9,959804,1710,1073657,1889
3,550071,534,1141344,637
6,328620,81,73625,111
9,980977,6,25212,6
10,684196,42,81326,46
10,991663,256,188283,388
7,599800,75,34689,96
5,537974,18,13464,18
12,298225,496,527359,531
2,566094,41,144946,46
15,889927,781,1432495,891
5,996730,241,360256,433
9,911573,108,51006,170
13,328236,1814,1522262,2042
0,667119,2746,2976255,3182
17,265562,1,840,1
16,296841,190,80152,233
3,945429,5,14665,5
2,902767,95,71206,97
8,370686,1,1336,1
11,298029,179,345018,206
10,749849,556,521181,528
2,587708,28,105644,28
15,986881,52,55762,71
4,902767,52,45356,52
0,137178,211,562349,293
4,923201,21,27544,22
0,998096,15,19757,23
1,349,1,840,1
9,905247,183,668639,189
9,940113,625,313285,797
0,539500,498,2493954,621
4,666683,19,20538,24
4,296227,40,29973,43
7,917170,564,794909,587
6,884841,1662,2193962,1859
6,960554,4,3328,4
9,832148,752,670087,839
2,328430,194,206220,214
1,577000,1735,816060,2410
4,269028,57,96333,64
1,2499,554,353238,678
17,647624,1544,1678542,1817
9,1003358,224,318470,230
11,968794,4,28537,4
6,829740,195,143162,308
12,2287,891,1280417,1160
17,688747,18,37560,30
4,861192,3595,6420673,3434
2,293655,10,25130,10
5,968590,1055,2598245,1464
6,729007,130,292979,158
9,851160,1420,1785825,1592
9,285959,85,235920,125
19,298915,266,237132,277
1,299183,947,610326,1256
11,740630,142,1016766,144
9,631106,574,553985,604
7,959806,238,220080,262
15,955869,453,443706,473
6,888034,46,104317,46
6,953473,328,1473906,521
17,505957,6,58741,6
9,737934,55,178773,57
18,882627,5,3000,5
6,296551,51,101857,53
13,300727,391,475671,532
2,881342,279,202825,303
16,953473,34,130342,47
13,295957,306,733719,988
5,996291,2,1680,2
5,901497,109,453908,112
3,996710,293,2006680,299
16,576252,480,377598,579
9,284299,85,228533,91
8,915870,1,2933,1
5,596845,112,227204,160
6,130,13,3690,18
11,801980,463,814405,675
19,6493,22,14432,22
15,298197,2284,1461745,2197
13,699590,1396,769485,2056
17,966403,1320,1681441,1761
5,987411,2,12604,2
19,370382,317,169151,382
6,988074,3,1708,3
9,905848,140,91917,181
10,344583,21790,31859872,24901
13,670406,41,64666,41
4,648082,13,35693,13
1,939861,1454,711945,1578
6,819638,13,18120,13
4,962211,82,193617,119
15,699028,42,352590,42
6,292139,236,205735,310
13,826146,3,4764,3
10,691226,266,2798050,390
3,1013846,4,27299,4
2,985345,10,30244,11
0,760960,762,1457894,802
3,3955,369,492340,1105
7,300955,1405,458884,1602
5,843671,47,52668,66
11,916736,1080,2373808,1136
0,911932,99,100281,109
9,732519,29,33100,33
4,292305,45,218541,45
0,958667,640,2572008,799
5,962289,106,193968,114
6,671167,138,329863,153
3,801148,6,93219,7
3,113418,1246,2645632,1424
6,738556,233,159106,337
17,267696,178,156668,189
9,474730,186,523588,156
0,441422,8,3296,8
13,861567,130,123886,153
6,292899,6,25212,6
12,383948,105,51340,117
3,381202,3,17622,3
9,702657,2817,3727460,3107
5,387726,413,1450789,449
10,618699,134,363184,155
13,992379,50,86844,52
13,998740,44,91491,49
16,284533,7,50340,10
17,751916,111,132702,118
3,5395,6436,4699399,9989
17,533183,438,277787,404
9,774365,64,53422,64
15,902391,556,705450,783
11,992977,234,472804,294
14,623563,152,77779,193
9,906598,13,42077,13
13,734732,1399,1739777,1921
3,287605,183,745976,212
17,748954,1494,1755766,1723
13,993393,3481,17925367,4747
10,647776,10,90644,18
12,464766,898,557169,1299
4,807514,36,44953,39
13,691226,261,2959264,217
10,437017,1116,2946262,1756
4,907984,304,398640,386
10,298827,426,981854,471
3,298653,718,1521332,865
10,995066,142,177592,156
7,486513,349,834118,358
15,806812,9,30156,12
10,993234,3,8983,3
15,702661,6237,6468734,10968
16,291451,417,414313,757
15,4091,1250,980397,1596
3,630583,1319,1484320,1381
11,288435,5,8360,5
10,576326,272,1592928,386
7,2125,5,4450,5
2,989700,2,6706,2
2,857055,120,164587,162
2,288849,144,270864,162
1,829794,261,124883,393
10,936507,78,117905,95
17,289695,29,117039,30
4,295027,1434,988587,1410
6,723408,206,864968,223
16,1013020,113,288172,123
15,923011,11,64227,12
13,534425,1784,12193073,2057
11,282677,7,15576,8
4,853067,3,10563,3
17,293099,187,616224,193
2,4409,3583,3502196,4248
17,744177,6,3984,6
16,327620,5,2690,5
15,929042,1,1084,1
6,627163,79,330219,79
17,332464,3294,3255108,3640
5,963096,3824,6227828,3709
14,10388,360,285724,403
16,688743,47,61920,59
5,835598,108,382473,117
16,323498,576,970641,600
9,755810,15,33452,15
6,269750,46,110264,59
13,289511,185,485758,200
19,917146,195,203086,198
12,964844,112,113984,137
3,554507,1594,2444234,2472
11,998794,58,101226,59
7,283941,76,65513,91
19,4729,92,112065,106
9,959982,17,102372,18
11,916224,2932,1163245,3656
17,385020,1,4202,1
7,480989,573,329857,807
6,864440,342,838881,350
6,769531,158,358682,187
9,939559,17,14144,17
3,831182,142,598415,204
5,881344,55,43368,63
2,634241,20,32924,21
0,690513,4262,5256742,5484
0,979420,11,30156,12
16,939839,8,39847,8
6,848730,1121,1585442,1355
15,12167,2567,2964855,4120
0,296909,1036,157007,1157
5,469430,27,68160,48
4,2723,323,259023,324
18,294749,77,210605,80
5,260010,678,779619,813
16,939837,22,109645,22
3,271150,242,480209,291
2,285125,1,378,1
11,916646,1811,2709865,2232
9,12335,1015,1290592,1167
7,980693,23,20160,24
14,438934,270,291224,321
8,486539,4,5008,4
0,270258,65,208857,66
10,284979,802,2188506,1006
13,992663,113,237772,126
5,475478,42,115206,42
11,962475,41,140011,42
4,593109,105,367832,106
17,383816,38,116546,38
0,290711,210,313652,221
7,937177,59,37552,50
16,287691,752,534982,1238
18,2045,88,230112,100
18,911930,12,14241,18
6,296199,2288,923215,3629
13,955033,265,301460,371
5,284609,170,507877,181
9,1008231,5,12565,5
2,651645,14,28158,14
6,917190,18,11020,19
17,748166,2,5530,2
3,333347,416,722637,465
6,901256,2,4856,2
11,880213,55,128330,70
17,297331,173,225435,186
4,915382,247,476306,345
0,10684,598,1592877,610
4,698880,111,137183,112
17,982179,419,150304,616
4,599596,5,13448,8
10,474896,1,1820,1
11,941172,1,832,1
9,962261,42,118152,42
10,296461,151,91418,160
17,972753,118,117970,168
3,878780,12,113345,12
13,707185,319,700015,325
17,908836,11,15772,15
11,661947,135,358412,143
3,344645,1357,1385468,1462
4,343476,22,58808,22
6,296991,376,311196,670
15,889953,7,13468,7
17,937972,477,408480,512
6,295463,181,3102324,186
16,437259,23,68456,24
6,955013,36,277013,36
0,952149,23,110871,24
9,296991,208,121739,266
16,882271,62,81434,62
4,971860,111,108491,118
3,990232,61,240241,85
9,336862,419,558713,467
9,292873,13,30717,13
9,937101,45,137768,88
10,701769,51,161218,58
10,296565,305,223628,492
2,739671,94,307846,131
19,911575,874,424338,1393
10,835521,161,273728,182
9,1018579,23,275424,25
2,744999,44,138587,45
15,6513,4794,2283117,8802
7,838202,435,605327,450
5,276302,18,18850,23
0,296343,1014,1047417,1137
6,924629,68,1254681,70
9,289957,118,427998,120
0,938654,43,171183,46
17,965375,23,23296,28
2,300231,616,593077,675
0,300725,6653,1939682,8109
11,819748,26,42796,37
9,886025,73,100312,82
15,1018649,1264,1336627,1592
1,130120,917,980990,979
6,700559,226,1545243,403
6,662800,265,218885,295
11,5447,118,362954,130
10,1695,167,429103,173
18,810376,29,15376,31
0,927683,62,224824,77
2,298275,92,340494,93
16,970586,72,205871,88
0,838304,312,364480,337
5,870745,234,722778,247
15,279309,2309,2204238,2690
0,330682,10066,9124135,12054
9,329524,122,546270,124
12,504850,63,325521,63
6,1021459,9,19136,11
10,379423,33,57270,33
16,614794,159,294644,182
3,6097,595,437286,661
4,998638,1,1638,1
11,713987,60,112240,61
14,410816,104,247548,123
6,713967,782,1699205,923
0,951613,27,108195,27
16,851968,112,322653,135
3,621867,45,85556,47
8,904919,14,15080,26
2,319325,6,8520,6
8,941908,2,20142,2
5,945417,205,185465,266
1,821321,144,249819,160
8,1008249,2,5698,2
3,922861,523,1566580,546
11,878207,115,97569,119
3,287723,756,520234,1207
5,578898,13,42497,13
16,494682,18,116075,24
16,264998,8,13376,8
5,833521,10466,9442569,14942
8,966993,11,9576,12
11,311705,4350,5801181,5417
10,963322,1,1681,1
3,916176,91,282125,94
14,531425,71,190351,71
4,322411,609,1892481,666
11,914871,4,16772,4
5,279601,2836,2015130,3342
3,968854,692,2483968,743
6,887450,456,857747,489
15,977831,1056,1109051,1174
0,996590,53,49560,59
10,715052,56,175910,70
19,6299,31,130403,31
2,331392,22,28180,23
5,958007,283,1303145,311
2,544484,53,98540,55
8,6487,63,22866,89
17,973554,158,86486,234
11,299231,108,55987,115
0,914895,867,2468856,1252
15,530750,27,25739,26
15,941530,125,328171,159
13,882643,296,210770,425
16,883316,365,950252,401
11,477004,79,83194,84
0,533809,95,158840,95
3,939744,840,642871,925
4,289069,1762,1624275,2090
2,1000819,125,97588,143
6,602129,2761,11641714,3670
0,801142,48,72420,51
2,850571,59,109445,65
9,874884,648,773229,746
19,887890,36,45072,36
3,963481,1461,1501368,1788
15,412978,22,75200,24
18,335160,40,147469,41
6,890500,4,3746,4
4,326952,445,522586,514
18,859140,8,32500,8
12,972621,26,15031,31
17,12141,572,1369349,585
11,745806,80,204346,83
2,683085,40,62717,41
0,977573,23,63009,23
9,887702,43,140119,49
9,896658,293,686462,322
4,6563,980,1270124,1221
14,418734,229,305364,230
2,909733,512,536186,539
0,1003155,28,318593,28
12,905891,278,354427,286
17,715046,61,84096,72
11,934597,43,50190,48
17,724022,1025,1041991,1125
15,997678,1016,1012066,1205
0,708074,386,394670,416
6,648092,1591,3355548,2224
3,1016582,12,92755,13
8,739427,3,7941,3
17,982209,224,222094,267
4,3311,1772,1431098,2184
9,910214,96,164072,107
2,825653,48,117034,49
19,445204,427,785322,454
7,280899,369,438097,439
6,292201,257,500065,268
6,979894,338,247353,427
11,937924,156,44322,264
0,970548,12,54509,13
0,892802,2,3344,2
3,615130,93,306150,95
13,801018,6,18606,6
13,962471,65,221978,69
10,894744,250,586111,282
14,654076,946,1144112,1134
0,580356,322,638768,376
5,3425,741,440930,1016
15,902393,299,426861,327
10,489344,26,29086,39
15,5645,251,352542,257
5,286459,31,61473,31
16,758487,78,200478,79
0,950665,54,115384,71
2,825697,49,106865,65
3,629432,184,1755168,215
11,960012,83,39044,70
19,349,37,76310,38
7,916820,308,274680,327
12,464607,70,207858,74
5,914819,16,30096,18
3,768255,27,98662,30
1,941530,185,446011,213
19,279283,494,518956,529
16,774117,24,97426,26
7,291759,484,504271,538
4,996157,25,83825,25
0,319763,1053,1621500,1084
10,704681,582,615538,670
9,291789,236,284510,304
6,895043,2,7882,2
6,265388,241,594210,390
12,903263,126,100376,130
17,2001,1636,1609878,1917
5,699030,56,486910,58
10,951115,35,540723,39
3,924087,651,870760,797
13,308417,434,449148,541
15,939343,125,120576,142
6,319465,146,366626,160
3,284551,98,89541,105
0,976895,24,113175,24
3,260010,1484,1845002,1840
6,703758,844,588271,1292
0,485204,691,415113,882
5,904541,1253,2280423,1430
3,874120,269,689382,306
5,984474,32,241632,48
7,295425,236,559334,328
6,5099,2765,3127982,3028
3,877631,46,278668,51
3,888082,8,47056,8
3,514852,270,2211495,275
13,476644,6183,5376632,7533
3,647752,118,576774,143
0,831352,39,147735,39
2,489344,29,29172,39
5,887809,897,951808,1176
3,312561,250,1027966,256
13,966022,3,11319,3
2,699030,29,249337,30
9,882281,70,151277,71
15,755416,254,428004,270
4,909867,105,458438,106
10,323490,215,152166,269
16,1441,611,1421983,664
6,11455,1918,2193778,2178
11,890383,23,96439,23
0,937861,79,90745,84
2,751728,21,81134,21
3,900775,62,599448,72
11,737212,279,983718,321
6,800780,385,949712,525
13,963738,161,529863,269
13,971898,122,186799,140
2,1461,730,1800153,828
11,574320,569,1032476,617
5,904457,577,2595627,851
1,578930,741,899220,799
11,300725,3462,1199655,4916
6,602455,357,3651905,382
13,300459,14,11970,15
1,2479,399,513552,413
6,937470,151,338400,174
8,814903,21,16456,22
17,752002,10,50778,17
15,805357,142,116369,172
16,280531,27,43804,28
5,877414,98,489711,121
5,916504,6530,9821387,11701
3,428366,244,194796,246
4,298853,64,157924,66
10,285541,302,418017,493
16,299009,503,794930,513
15,311439,95,347137,101
11,291647,912,1867504,936
6,854537,981,697316,1117
4,403416,18,17816,20
3,695861,5235,10718950,7775
12,1005973,19,94789,21
8,296873,3,3906,3
5,280899,2371,3208292,3351
5,957448,59,39488,73
0,931065,30,51075,30
17,993377,339,206624,359
16,730577,10,40236,12
5,6895,824,1144579,858
11,984884,392,396819,477
17,1016660,14,70476,14
18,3791,723,481890,745
10,308479,655,463963,717
10,939525,385,329408,421
6,3961,49,141335,53
11,203810,1417,3650280,1417
13,866848,763,781100,1357
2,388214,543,385223,686
17,965228,85,397784,120
9,983486,14,22536,18
2,751938,34,56647,34
4,11441,1059,2008736,1131
4,11368,74,71400,81
2,699594,1243,619853,1681
4,474730,113,280281,157
8,11232,10,52020,10
11,290931,336,489165,391
3,995340,4,40311,4
11,3043,529,1071436,557
2,736391,516,1315784,525
16,266906,145,60918,182
8,649764,20,180228,20
13,767227,3186,5232803,3584
0,924839,2041,2661750,2233
2,300797,168,310584,172
17,283407,451,686673,545
4,961299,10,27650,10
13,282789,28,8695,47
19,3821,93,143000,100
4,284505,12,17136,12
5,298051,514,537503,527
3,4151,4202,9481573,5626
6,906181,136,400775,138
0,1008325,51,26435,63
16,539994,368,526032,471
10,478989,84,270952,96
10,118568,194,135724,244
15,821804,362,414883,372
16,933455,120,62631,180
9,112402,973,800900,863
6,968372,49,45760,55
8,937970,5,3990,5
15,308629,25,68905,33
10,992577,76,92613,80
4,828962,28,144449,30
2,852748,15,21680,20
10,4501,106,446405,136
4,767550,279,345828,294
9,901734,25,58885,27
0,533893,221,178648,227
5,966243,8,12176,8
3,998175,642,852051,687
2,926431,29,27727,34
13,744046,676,3515172,741
10,328134,718,875594,780
6,301811,23,32844,23
10,713927,216,266773,240
6,319835,579,3039312,603
16,301001,48,75620,50
10,937351,463,912936,574
6,263290,7,6656,8
0,740884,7,20413,7
6,121108,55,166829,57
2,643107,3,7563,3
4,2411,3018,2676758,3924
8,2235,37,22833,32
11,281445,162,149479,174
15,497494,174,310667,203
9,900639,14,5376,22
4,805004,111,92297,127
10,624287,108,223808,110
6,941786,2226,3015137,2954
10,963764,46,253162,72
13,880443,338,1224397,344
3,904541,467,935396,558
9,898276,54,46036,59
16,286921,43,65084,44
16,825916,163,64059,292
12,972166,220,218865,289
17,286481,30,49680,30
11,973620,759,1341851,905
18,761244,8,6720,8
15,320963,27,31757,27
0,890813,47,120826,49
11,289793,2,9834,2
3,958357,573,2077936,836
6,716785,550,527956,722
16,307529,22,371068,22
3,281457,674,837389,924
16,281111,231,244061,269
19,294051,63,36672,72
18,746393,315,323159,323
11,868298,12,120912,12
10,883388,14,148662,15
10,459596,152,451000,164
3,996395,125,81812,141
2,284509,136,112094,144
6,281305,19,66600,21
13,972102,64,178096,69
0,925435,8,33544,8
10,870743,169,527465,174
10,288005,128,208463,136
19,733,159,75768,164
6,495,129,132609,142
15,3107,4152,5186178,5830
2,290013,1038,1089416,1128
3,957130,181,312583,251
3,854567,17,120852,18
12,825034,776,577921,702
15,937193,5,42794,8
17,939343,111,111610,125
5,933404,1,2520,1
0,937958,7,13697,7
17,487865,891,1480950,903
10,883176,101,761557,102
9,421921,400,1281229,411
3,917192,41,23312,47
10,944415,8,33960,8
19,934379,52,170931,58
13,941620,653,1203948,717
15,887358,90,223228,91
2,941912,1,5034,1
17,276116,3546,2258537,4033
7,2329,176,370496,180
3,881604,220,872553,223
9,963473,356,554679,371
6,294483,230,181688,238
12,10286,411,298367,477
2,967348,10,42624,10
5,287605,72,271117,77
11,768067,7,8224,7
3,742357,1,714,1
13,478240,9,28487,11
16,587147,195,1525050,217
10,925983,306,309936,373
17,426052,62,70749,79
13,293035,11,13440,16
3,271176,392,920622,403
10,388214,1136,867701,1751
5,737868,563,1069440,1102
0,509378,50,42294,53
17,903527,1808,1527811,2394
10,767057,80,184702,104
17,740228,111,626001,130
3,927623,2,3362,2
14,280899,86,100406,98
8,829192,1,252,1
1,881710,82,75712,91
0,537408,2878,5527570,3403
5,916732,491,368652,688
0,836361,203,144699,216
13,831850,7,15066,7
3,707599,247,766456,294
10,810462,107,554327,116
10,964922,432,1097693,455
13,704685,412,441708,461
10,1011969,22,29000,28
17,329624,232,141624,272
5,312567,255,989698,254
0,663638,2206,2468655,3652
5,934323,24,23296,28
2,657819,21,22004,23
4,488247,1976,2100737,2396
13,993059,123,906391,178
8,996618,3,2320,4
9,390980,269,2777079,368
5,691524,122,290067,164
13,571229,82,371124,92
6,772947,561,3481712,740
8,11497,11,7770,14
19,2071,1731,2952297,1893
6,958551,431,1031352,625
17,669607,1868,2478236,2391
18,963467,74,127437,76
0,955823,33,107947,35
5,828964,56,300736,62
1,849754,950,1507452,975
2,12141,164,401485,173
19,904671,143,129568,148
13,2429,353,269726,285
17,576170,1910,1417775,3263
6,571921,83,52330,76
0,707857,8,11268,9
4,422579,4,16337,4
17,935486,6,110874,6
9,850102,79,212041,82
8,4035,20,31685,23
19,666123,449,1050145,460
18,4387,845,525166,1099
5,321531,41,233469,45
13,669137,137,262540,145
2,896688,6,37562,7
0,996522,734,729672,979
6,715564,9,21852,14
0,971968,1471,2261567,2694
10,506524,397,536911,535
15,7039,223,699478,255
16,707685,549,538439,645
13,292113,110,289971,116
3,309323,14,9240,15
3,1013006,1954,1918871,2540
4,260010,486,488668,515
0,919413,11,36913,12
7,630583,59,60916,61
0,542256,87,58267,174
5,884178,9,27603,9
1,279197,236,226997,246
15,751460,63,101052,63
15,441786,65,143036,65
6,748954,2027,2663254,2616
0,734156,493,1014817,500
10,497488,62,127240,84
9,869835,85,200874,104
8,882589,15,16972,17
4,914435,220,764141,233
13,575348,23,80472,24
4,774103,50,174594,52
17,388218,82,51864,118
5,715112,7,11648,14
12,917082,712,811865,875
14,2491,462,622532,485
15,960463,408,407121,452
17,937349,467,1451378,476
4,2191,1168,1366159,1297
19,3961,104,298018,110
12,422579,1,2933,1
11,586993,1345,2650941,1941
11,330506,382,443206,394
0,926207,1,420,1
10,1001946,13,20106,27
5,955805,28,99580,29
13,854667,844,1149220,1212
16,11635,1751,1105083,1779
6,824818,242,364214,279
17,266542,899,910133,1063
3,285421,3,13335,3
9,3095,4181,4780790,4144
6,996528,35,214816,66
1,965226,26,112420,36
2,260878,143,1018400,157
5,882275,109,330831,113
10,276248,881,694973,1462
17,12137,576,1503114,803
4,643045,138,163200,138
17,280617,16,47873,19
16,944423,39,129000,40
16,584296,85,200910,118
11,574090,15,129511,18
2,965387,62,66043,73
10,721873,236,785145,244
0,987413,5,63025,5
5,295819,194,475539,227
10,163434,579,1125165,413
15,137850,12,22242,12
8,1001882,1,15118,1
14,295329,23,67095,27
18,903161,426,504841,437
16,4387,3594,2449402,4996
10,561922,10,36000,9
5,939072,26,48488,29
9,934960,8,8400,10
9,924499,9,31094,9
16,730285,1144,1718714,1300
9,850096,275,222527,291
16,833521,3221,2608030,4034
8,921068,1,479,1
4,800845,22,115098,22
11,570096,21,19136,23
7,1001934,17,15808,19
16,673536,56,23296,97
8,283715,1,941,1
11,971962,82,93144,98
3,318717,180,436791,212
15,749660,306,863394,333
13,957470,47,39104,47
10,924847,802,827752,914
11,4089,649,816397,795
15,916236,2135,687027,2122
6,576176,32,113596,34
2,280923,76,222911,85
15,971962,98,100944,119
6,282249,98,528447,145
5,839124,994,1496578,1157
10,871,41,40820,41
4,752494,3,1176,4
15,312561,13,51989,13
9,728158,63,162360,64
6,666155,294,544345,379
3,916238,2106,767048,2412
13,278520,54,86160,58
16,441916,2180,2558149,3048
11,916014,349,567549,381
9,769850,77,185075,100
10,5601,922,2851846,1470
0,913308,496,474732,516
16,648088,215,261604,268
10,915387,489,504222,781
9,1042843,2831,3861002,4265
0,826410,70,70518,75
2,849118,89,147104,92
6,270634,132,1264060,146
0,972270,468,358140,404
9,580834,5,40284,6
16,830151,177,289577,183
6,637788,22,81528,25
10,868286,135,1898501,145
13,905435,35,90891,37
6,966022,15,71597,16
9,859570,2191,3002190,2723
10,884398,50,447751,51
16,318969,560,1388773,608
4,665663,102,108712,99
3,769712,3,25941,3
5,410814,378,893942,513
7,8065,641,719630,735
4,900771,38,133875,39
4,284341,63,44151,109
0,758816,222,691707,249
16,937343,1910,5900043,2016
2,333919,155,169538,159
3,377363,298,1244996,357
19,738063,39,62400,37
8,1002983,4,16772,4
5,939697,18,41511,20
3,991637,50,111456,60
3,838424,200,347576,208
16,986527,46,53760,64
0,710796,1046,1198619,1440
4,466419,4,7033,4
17,954313,28,130211,28
15,163256,42,58923,45
17,960889,11,31899,11
16,992307,73,86989,76
14,304851,343,331211,570
12,293195,236,271341,242
17,598104,61,140314,67
11,890385,56,226965,59
10,838202,464,659598,493
4,413067,157,334257,182
17,998029,2253,2047770,2438
10,490316,175,687487,209
11,902769,17,40160,20
19,270050,428,239625,502
0,951355,11,88161,12
9,320433,629,1497596,655
15,939078,42,77652,47
2,3401,725,640155,1413
18,589796,127,56039,195
0,329970,69,60820,73
0,939188,45,201264,48
11,666153,373,443765,505
7,462525,634,549454,572
7,916764,358,446677,388
5,920893,24,48148,25
11,3145,87,211221,90
15,884847,554,1133835,579
13,309827,81,103289,109
10,425940,209,633893,286
0,706775,125,160016,137
5,603723,8547,94040517,11319
14,641650,304,568843,392
15,309377,230,1861911,193
16,745570,1474,1271302,1672
13,963348,1,2101,1
17,298633,63,111986,72
6,693323,410,419941,481
4,525216,126,344631,147
1,930676,884,991083,1051
16,287681,35,111197,38
2,968736,5,25170,5
6,630934,1492,2450775,1881
13,312561,27,113204,28
6,1002058,30,72627,43
4,737936,26,81097,26
8,983662,19,16735,22
2,5799,995,921683,1067
11,5531,170,661480,228
6,217,1548,2861694,1636
11,314743,227,251863,251
10,409892,30,119903,31
0,296417,806,881803,913
10,913287,420,897746,483
10,924853,552,593643,686
4,868198,34,358629,34
10,731305,120,185935,131
13,744191,624,718115,757
9,297219,1204,1140730,1898
2,464786,400,218579,552
4,437017,313,798675,476
16,486178,505,712100,610
8,597908,7,20366,6
10,316769,69,228191,103
9,826072,38,68264,41
14,2099,1031,736135,1879
9,428404,101,122223,101
18,940113,107,51573,129
13,311217,992,1819300,1088
4,898422,23,39928,24
0,300777,366,523040,420
3,986179,93,637270,124
13,571186,944,897568,1535
10,428404,424,517908,431
16,965391,98,239936,143
6,282185,148,769839,160
5,774540,2,5698,2
6,923499,8,19318,9
10,887827,1080,1403793,1397
10,898146,13,40898,17
11,850545,25,67851,27
2,936679,3069,1668136,4818
12,438934,945,1072916,1184
3,926607,238,451709,269
11,283923,235,206257,329
11,300457,319,342602,343
5,293425,953,1650097,1042
0,703108,506,552919,1071
5,814961,377,700314,419
10,337299,48,125935,49
2,1001974,21,35826,21
3,298321,1534,1303613,1965
11,737947,581,1549526,658
8,1069855,1,832,1
3,909977,1,1681,1
6,950469,64,166712,71
6,5677,1582,4163725,1939
15,1014896,251,263760,314
17,304293,5,8536,5
11,319007,12,28140,12
2,292261,153,142602,209
0,953873,25,34042,30
7,683177,569,240418,832
3,624289,123,384170,124
13,898258,505,473641,614
13,268406,17,26105,23
6,836611,159,784549,123
4,10234,352,285362,370
10,884450,261,228385,300
3,314565,79,313048,84
11,833008,9,52918,10
17,279717,415,453426,490
11,579260,3,9712,4
0,938700,78,298427,93
8,865,47,50337,48
10,289095,1655,1519306,2032
10,971998,20,120000,20
11,768563,15,36160,16
17,310619,33,55176,33
0,990216,8120,30981624,10186
10,1075696,404,1531159,565
16,962972,92,76540,87
3,990244,23,166224,26
11,755183,307,190266,508
6,297479,1217,1267957,1873
11,826102,82,27167,123
15,6299,59,254101,61
17,495,351,337544,359
10,620963,41,192423,51
17,817335,53,98749,53
17,658921,28,121982,28
8,607720,1,412,1
6,937175,122,66687,133
2,5247,497,823471,557
0,823572,37,130085,44
14,802392,815,775775,918
14,1467,467,530237,481
0,908207,18,50260,20
8,602215,9,26818,14
16,298167,2450,4020491,3763
5,496088,44,78134,44
4,292667,74,304124,98
